variant_gid,product_gid,mpn,vendor,title,colour,size,sku,barcode,images,gender_raw,season_raw,shopify_category,hs_code,country_of_origin,material_upper,description_html,stock,price_eur_net,compare_at_price
gid://shopify/ProductVariant/47760188342615,gid://shopify/Product/8903131464023,30H0S1SL1T-222,Michael Kors,SM chain shoulder bag,Brown,OS,MKO30H0S1SL1T-222-OS,196163689395,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/SM_chain_shoulder_bag_241555.jpg?v=1709145231, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/SM_chain_shoulder_bag_241556.jpg?v=1709145232, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/SM_chain_shoulder_bag_241557.jpg?v=1709145235, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/SM_chain_shoulder_bag_241558.jpg?v=1709145237",Women,23SS,Bags>Shoulder Bags>Women,4202.21.00.90,VN,Sheep Leather 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Shoulder Bag</p><p>Colour: Brown</p><p><strong>Composition</strong><br>Outer: Sheep Leather 100%</p><p><strong>Product Code: </strong>30H0S1SL1T</p>,0,330.57,
gid://shopify/ProductVariant/47762944754007,gid://shopify/Product/8904030814551,BEW004701500001-M802,Dsquared2,Plaque Belts,Black,80,DSBEW0047-M802-80,8058097862027,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34469.jpg?v=1709217800, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34470.jpg?v=1709217802",Women,21SS,Accessories>Belts>Women,4203.30.00.90,IT,Leather,<p><strong>Product Details</strong></p><p></p><p>Type: Belt</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Leather</p><p><strong>Product Code: </strong>BEW004701500001</p>,0,264.45,
gid://shopify/ProductVariant/47762944786775,gid://shopify/Product/8904030814551,BEW004701500001-M802,Dsquared2,Plaque Belts,Black,90,DSBEW0047-M802-90,8058097862041,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34469.jpg?v=1709217800, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34470.jpg?v=1709217802",Women,21SS,Accessories>Belts>Women,4203.30.00.90,IT,Leather,<p><strong>Product Details</strong></p><p></p><p>Type: Belt</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Leather</p><p><strong>Product Code: </strong>BEW004701500001</p>,0,264.45,
gid://shopify/ProductVariant/47762944655703,gid://shopify/Product/8904030814551,BEW004701500001-M802,Dsquared2,Plaque Belts,Black,75,DSBEW0047-M802-75,8058097862003,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34469.jpg?v=1709217800, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34470.jpg?v=1709217802",Women,21SS,Accessories>Belts>Women,4203.30.00.90,IT,Leather,<p><strong>Product Details</strong></p><p></p><p>Type: Belt</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Leather</p><p><strong>Product Code: </strong>BEW004701500001</p>,0,264.45,
gid://shopify/ProductVariant/47762944721239,gid://shopify/Product/8904030814551,BEW004701500001-M802,Dsquared2,Plaque Belts,Black,85,DSBEW0047-M802-85,8058097838190,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34469.jpg?v=1709217800, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34470.jpg?v=1709217802",Women,21SS,Accessories>Belts>Women,4203.30.00.90,IT,Leather,<p><strong>Product Details</strong></p><p></p><p>Type: Belt</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Leather</p><p><strong>Product Code: </strong>BEW004701500001</p>,0,264.45,
gid://shopify/ProductVariant/47762944688471,gid://shopify/Product/8904030814551,BEW004701500001-M802,Dsquared2,Plaque Belts,Black,70,DSBEW0047-M802-70,8058097861198,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34469.jpg?v=1709217800, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34470.jpg?v=1709217802",Women,21SS,Accessories>Belts>Women,4203.30.00.90,IT,Leather,<p><strong>Product Details</strong></p><p></p><p>Type: Belt</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Leather</p><p><strong>Product Code: </strong>BEW004701500001</p>,0,264.45,
gid://shopify/ProductVariant/47762944622935,gid://shopify/Product/8904030814551,BEW004701500001-M802,Dsquared2,Plaque Belts,Black,95,DSBEW0047-M802-95,,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34469.jpg?v=1709217800, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Plaque_Belts_34470.jpg?v=1709217802",Women,21SS,Accessories>Belts>Women,4203.30.00.90,IT,Leather,<p><strong>Product Details</strong></p><p></p><p>Type: Belt</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Leather</p><p><strong>Product Code: </strong>BEW004701500001</p>,0,264.45,
gid://shopify/ProductVariant/47763484180823,gid://shopify/Product/8904213430615,FD55AC891F4111,KENZO,Cap,Beige,OS,KENFD55AC891F4111-OS,3612230426665,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cap_240817.jpg?v=1709224646, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Cap_240818.jpg?v=1709224648",Men,23SS,Accessories>Hats>Men,6505.00.30.00,CN,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Hat</p><p>Colour: Beige</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>FD55AC891F41</p>,0,165.28,
gid://shopify/ProductVariant/47764055458135,gid://shopify/Product/8904364294487,D7P404220-001,Dsquared2 Underwear,Bathrobe,Black,S,DSD7P404220-001-S,8032674563095,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_286265.jpg?v=1709231477, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_286266.jpg?v=1709231479",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>D7P404220</p>,0,438.01,
gid://shopify/ProductVariant/47764055490903,gid://shopify/Product/8904364294487,D7P404220-001,Dsquared2 Underwear,Bathrobe,Black,L,DSD7P404220-001-L,8032674563118,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_286265.jpg?v=1709231477, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_286266.jpg?v=1709231479",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>D7P404220</p>,0,438.01,
gid://shopify/ProductVariant/47764055425367,gid://shopify/Product/8904364294487,D7P404220-001,Dsquared2 Underwear,Bathrobe,Black,M,DSD7P404220-001-M,8032674563101,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_286265.jpg?v=1709231477, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_286266.jpg?v=1709231479",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>D7P404220</p>,0,438.01,
gid://shopify/ProductVariant/47764056211799,gid://shopify/Product/8904364523863,D7P404220-110,Dsquared2 Underwear,Bathrobe,White,S,DSD7P404220-110-S,8032674563156,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287169.jpg?v=1709231484, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287170.jpg?v=1709231486",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>D7P404220</p>,0,438.01,
gid://shopify/ProductVariant/47764056277335,gid://shopify/Product/8904364523863,D7P404220-110,Dsquared2 Underwear,Bathrobe,White,M,DSD7P404220-110-M,8032674563163,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287169.jpg?v=1709231484, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287170.jpg?v=1709231486",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>D7P404220</p>,0,438.01,
gid://shopify/ProductVariant/47764056179031,gid://shopify/Product/8904364523863,D7P404220-110,Dsquared2 Underwear,Bathrobe,White,L,DSD7P404220-110-L,8032674563170,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287169.jpg?v=1709231484, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287170.jpg?v=1709231486",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>D7P404220</p>,0,438.01,
gid://shopify/ProductVariant/47764056244567,gid://shopify/Product/8904364523863,D7P404220-110,Dsquared2 Underwear,Bathrobe,White,XS,DSD7P404220-110-XS,8032674563149,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287169.jpg?v=1709231484, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Bathrobe_287170.jpg?v=1709231486",Men,22AW,Clothing>Underwear>Robes>Men,6207.91.00.11,IT,Cotton 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: White</p><p><strong>Composition</strong><br>Outer: Cotton 100%</p><p><strong>Product Code: </strong>D7P404220</p>,0,438.01,
gid://shopify/ProductVariant/47780557554007,gid://shopify/Product/8910070743383,225W2134-P67,KARL LAGERFELD,Kl monogram kimono,Black,L,KLF225W2134-P67-L,8720092893343,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240363.jpg?v=1709584623, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240364.jpg?v=1709584626, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240365.jpg?v=1709584628",Women,22AW,Clothing>Underwear>Robes>Women,6207.91.00.11,CN,Viscose 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>225W2134</p>,0,165.28,
gid://shopify/ProductVariant/47780557586775,gid://shopify/Product/8910070743383,225W2134-P67,KARL LAGERFELD,Kl monogram kimono,Black,S,KLF225W2134-P67-S,8720092893367,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240363.jpg?v=1709584623, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240364.jpg?v=1709584626, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240365.jpg?v=1709584628",Women,22AW,Clothing>Underwear>Robes>Women,6207.91.00.11,CN,Viscose 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>225W2134</p>,0,165.28,
gid://shopify/ProductVariant/47780557619543,gid://shopify/Product/8910070743383,225W2134-P67,KARL LAGERFELD,Kl monogram kimono,Black,XS,KLF225W2134-P67-XS,8720092893381,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240363.jpg?v=1709584623, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240364.jpg?v=1709584626, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240365.jpg?v=1709584628",Women,22AW,Clothing>Underwear>Robes>Women,6207.91.00.11,CN,Viscose 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>225W2134</p>,0,165.28,
gid://shopify/ProductVariant/47780557652311,gid://shopify/Product/8910070743383,225W2134-P67,KARL LAGERFELD,Kl monogram kimono,Black,XL,KLF225W2134-P67-XL,8720092893374,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240363.jpg?v=1709584623, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240364.jpg?v=1709584626, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Kl_monogram_kimono_240365.jpg?v=1709584628",Women,22AW,Clothing>Underwear>Robes>Women,6207.91.00.11,CN,Viscose 100%,<p><strong>Product Details</strong></p><p>Style: Casual</p><p>Type: Robe</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Viscose 100%</p><p><strong>Product Code: </strong>225W2134</p>,0,165.28,
gid://shopify/ProductVariant/47782295011671,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,12,MKO42F9MIFS1S-001-12,193210702328,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,165.25,
gid://shopify/ProductVariant/47782295044439,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,"8,5","MKO42F9MIFS1S-001-8,5",193210702250,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,165.25,
gid://shopify/ProductVariant/47782295077207,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,"11,5","MKO42F9MIFS1S-001-11,5",193210702311,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,165.25,
gid://shopify/ProductVariant/47782295109975,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,"9,5","MKO42F9MIFS1S-001-9,5",193210702274,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,173.55,
gid://shopify/ProductVariant/47782295142743,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,10,MKO42F9MIFS1S-001-10,193210702281,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,165.25,
gid://shopify/ProductVariant/47782295175511,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,11,MKO42F9MIFS1S-001-11,193210702304,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,165.25,
gid://shopify/ProductVariant/47782295208279,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,8,MKO42F9MIFS1S-001-8,193210702243,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,173.55,
gid://shopify/ProductVariant/47782295241047,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,"10,5","MKO42F9MIFS1S-001-10,5",193210702298,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,165.25,
gid://shopify/ProductVariant/47782295273815,gid://shopify/Product/8910605254999,42F9MIFS1S-001,Michael Kors,Miles sneakers,Black,9,MKO42F9MIFS1S-001-9,193210702267,"https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16156.jpg?v=1709640267, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16157.jpg?v=1709640269, https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Miles_sneakers_16158.jpg?v=1709640271",Men,24SS,Shoes>Trainers>Men,6402.99.96.00,VN,Cow Leather 100%,"<p><strong>Product Details</strong></p><p>Style: Casual, Closed, Flats</p><p>Type: Trainers</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Cow Leather 100%</p><p><strong>Product Code: </strong>42F9MIFS1S-001</p>",0,165.25,
gid://shopify/ProductVariant/47782374637911,gid://shopify/Product/8910626160983,74GAD3B9F0015899,Versace Jeans Couture,Tape logo shorts,Black,M,VJC74GAD3B9F0015899-M,8052019228977,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tape_logo_shorts_187501.jpg?v=1709641453,Men,23SS,Clothing>Bottoms>Shorts>Men,6203.43.90.00,IT,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Shorts</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Nylon 100%</p><p><strong>Product Code: </strong>74GAD3B9F0015</p>,0,214.87,
gid://shopify/ProductVariant/47782374736215,gid://shopify/Product/8910626160983,74GAD3B9F0015899,Versace Jeans Couture,Tape logo shorts,Black,L,VJC74GAD3B9F0015899-L,8052019228984,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tape_logo_shorts_187501.jpg?v=1709641453,Men,23SS,Clothing>Bottoms>Shorts>Men,6203.43.90.00,IT,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Shorts</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Nylon 100%</p><p><strong>Product Code: </strong>74GAD3B9F0015</p>,0,214.87,
gid://shopify/ProductVariant/47782374670679,gid://shopify/Product/8910626160983,74GAD3B9F0015899,Versace Jeans Couture,Tape logo shorts,Black,S,VJC74GAD3B9F0015899-S,8052019228960,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tape_logo_shorts_187501.jpg?v=1709641453,Men,23SS,Clothing>Bottoms>Shorts>Men,6203.43.90.00,IT,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Shorts</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Nylon 100%</p><p><strong>Product Code: </strong>74GAD3B9F0015</p>,0,214.87,
gid://shopify/ProductVariant/47782374703447,gid://shopify/Product/8910626160983,74GAD3B9F0015899,Versace Jeans Couture,Tape logo shorts,Black,XL,VJC74GAD3B9F0015899-XL,,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Tape_logo_shorts_187501.jpg?v=1709641453,Men,23SS,Clothing>Bottoms>Shorts>Men,6203.43.90.00,IT,Polyester (PES) 100%,<p><strong>Product Details</strong></p><p></p><p>Type: Shorts</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 100%<br>Inner: Nylon 100%</p><p><strong>Product Code: </strong>74GAD3B9F0015</p>,0,214.87,
gid://shopify/ProductVariant/47782379159895,gid://shopify/Product/8910627963223,MW0MW29011BDS,Tommy Hilfiger,Branded stand collar jacket,Black,S,THMW0MW29011BDS-S,8720642522334,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Branded_stand_collar_jacket_173790.jpg?v=1709641557,Men,23SS,Clothing>Outerwear>Jackets>Men,6201.40.90.19,BD,"Polyester (PES) 86%, Polyethylene (PE) 14%","<p><strong>Product Details</strong></p><p></p><p>Type: Jacket</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 86%, Polyethylene (PE) 14%</p><p><strong>Product Code: </strong>MW0MW29011</p>",0,314.04,
gid://shopify/ProductVariant/47782379192663,gid://shopify/Product/8910627963223,MW0MW29011BDS,Tommy Hilfiger,Branded stand collar jacket,Black,XL,THMW0MW29011BDS-XL,8720642524185,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Branded_stand_collar_jacket_173790.jpg?v=1709641557,Men,23SS,Clothing>Outerwear>Jackets>Men,6201.40.90.19,BD,"Polyester (PES) 86%, Polyethylene (PE) 14%","<p><strong>Product Details</strong></p><p></p><p>Type: Jacket</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 86%, Polyethylene (PE) 14%</p><p><strong>Product Code: </strong>MW0MW29011</p>",0,314.04,
gid://shopify/ProductVariant/47782379225431,gid://shopify/Product/8910627963223,MW0MW29011BDS,Tommy Hilfiger,Branded stand collar jacket,Black,M,THMW0MW29011BDS-M,8720642522914,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Branded_stand_collar_jacket_173790.jpg?v=1709641557,Men,23SS,Clothing>Outerwear>Jackets>Men,6201.40.90.19,BD,"Polyester (PES) 86%, Polyethylene (PE) 14%","<p><strong>Product Details</strong></p><p></p><p>Type: Jacket</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 86%, Polyethylene (PE) 14%</p><p><strong>Product Code: </strong>MW0MW29011</p>",0,314.04,
gid://shopify/ProductVariant/47782379258199,gid://shopify/Product/8910627963223,MW0MW29011BDS,Tommy Hilfiger,Branded stand collar jacket,Black,L,THMW0MW29011BDS-L,8720642523560,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Branded_stand_collar_jacket_173790.jpg?v=1709641557,Men,23SS,Clothing>Outerwear>Jackets>Men,6201.40.90.19,BD,"Polyester (PES) 86%, Polyethylene (PE) 14%","<p><strong>Product Details</strong></p><p></p><p>Type: Jacket</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 86%, Polyethylene (PE) 14%</p><p><strong>Product Code: </strong>MW0MW29011</p>",0,314.04,
gid://shopify/ProductVariant/47782379290967,gid://shopify/Product/8910627963223,MW0MW29011BDS,Tommy Hilfiger,Branded stand collar jacket,Black,XXL,THMW0MW29011BDS-XXL,8720642524697,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Branded_stand_collar_jacket_173790.jpg?v=1709641557,Men,23SS,Clothing>Outerwear>Jackets>Men,6201.40.90.19,BD,"Polyester (PES) 86%, Polyethylene (PE) 14%","<p><strong>Product Details</strong></p><p></p><p>Type: Jacket</p><p>Colour: Black</p><p><strong>Composition</strong><br>Outer: Polyester (PES) 86%, Polyethylene (PE) 14%</p><p><strong>Product Code: </strong>MW0MW29011</p>",0,314.04,
gid://shopify/ProductVariant/47782394888535,gid://shopify/Product/8910633075031,710654408003,Polo Ralph Lauren,Featherweight mesh shirt,White,XL,PRL710654408003-XL,3614712347826,https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Featherweight_mesh_shirt_183789.jpg?v=1709641821,Men,24AW,Clothing>Tops>Shirts>Men,6205.30.00.00,VN,,<p><strong>Product Details</strong></p><p></p><p>Type: Shirt</p><p>Colour: White</p><p><strong>Product Code: </strong>710.654.408.003</p>,0,132.19,
